SAL_CODE21,SAL_NAME21,STE_NAME21_left,wkt_geom,centroid
40001,Aberfoyle Park,South Australia,"POLYGON ((138.61565859300003 -35.06401392999993, 138.61615221300008 -35.06398846999997, 138.61403521300008 -35.06792147999994, 138.61359123300008 -35.06874546999995, 138.6134992530001 -35.068914459999974, 138.61336628300012 -35.06900059999998, 138.6133420430001 -35.06885631999995, 138.6125446630001 -35.068560359999935, 138.61247221300005 -35.06858258999995, 138.61242907300004 -35.06866017999994, 138.61233891300003 -35.06905888999995, 138.6119332930001 -35.06978858999997, 138.61206651300006 -35.06978301999993, 138.61236625300012 -35.07051446999998, 138.61282422300008 -35.07163246999994, 138.61310925300006 -35.07233046999994, 138.6131792230001 -35.07249946999997, 138.61347724300003 -35.07322745999994, 138.61365324200005 -35.073661469999934, 138.61425024200003 -35.07511847999996, 138.61362926200002 -35.07515245999997, 138.61308724200012 -35.07514746999993, 138.6129582520001 -35.07515547999998, 138.612403523 -35.07518436999993, 138.61211823300005 -35.07520346999996, 138.6115252630001 -35.07523846999993, 138.61090625300005 -35.07527646999995, 138.6107942330001 -35.07528247999994, 138.60972321300005 -35.07534646999994, 138.6090137330001 -35.07538687999994, 138.609101333 -35.07637256999993, 138.60888134300012 -35.07638575999994, 138.60889382300002 -35.076526859999944, 138.60892021300003 -35.076824269999975, 138.60901208300004 -35.077861619999965, 138.60923192300004 -35.07784576999995, 138.60931934300004 -35.078828759999965, 138.60909965300004 -35.07884446999998, 138.60918980300005 -35.07985828999995, 138.60931522300007 -35.079964479999944, 138.60938588300007 -35.08072509999994, 138.6094408130001 -35.08131378999997, 138.60946724300004 -35.08159546999997, 138.60958331300003 -35.08297429999993, 138.60964123200006 -35.083660459999976, 138.60968923200005 -35.08406708999996, 138.6097685520001 -35.08500472999998, 138.60987494200003 -35.086223049999944, 138.60988958200005 -35.08639340999997, 138.60978592200001 -35.08634719999998, 138.60862562300008 -35.08583000999994, 138.60810688300012 -35.085516989999974, 138.60676299300007 -35.084709689999954, 138.60437896300004 -35.08326944999993, 138.6033840440001 -35.082668309999974, 138.60261542400008 -35.08197962999998, 138.60207292400003 -35.081493629999954, 138.6013907040001 -35.081287359999976, 138.6011983840001 -35.08125371999995, 138.6002516840001 -35.081088189999946, 138.5996335640001 -35.08097584999996, 138.59797613500007 -35.08069748999998, 138.5969638050001 -35.080509839999934, 138.59666913500007 -35.08052263999997, 138.5962909650001 -35.080539088999956, 138.5952846550001 -35.08057484899996, 138.59517639500007 -35.08057869899994, 138.5937605250001 -35.080661128999964, 138.59269888500012 -35.08071503899998, 138.59209477500008 -35.08074598899998, 138.591561296 -35.08077199899998, 138.5907484060001 -35.080811608999966, 138.58901392600012 -35.080906478999964, 138.58860709600003 -35.08092932899996, 138.5881081760001 -35.08095155899997, 138.58712752600002 -35.08100456899996, 138.58595788600007 -35.081068838999954, 138.5855583970001 -35.08109062899996, 138.58419541700005 -35.08116501899997, 138.58410722700012 -35.08116983899998, 138.58405525700005 -35.08053847899998, 138.58405222700003 -35.08049246899998, 138.58396622700002 -35.07945246899993, 138.58453321700006 -35.079420468999956, 138.58507221700006 -35.07939147899998, 138.58538421700007 -35.07937347899997, 138.585954237 -35.07934246899998, 138.58593124700008 -35.07899845899993, 138.5859232470001 -35.078894478999985, 138.5859212470001 -35.07885547899997, 138.58590021700002 -35.078541478999966, 138.58581524700003 -35.07730047899997, 138.58580422700004 -35.07712646899995, 138.58575622700005 -35.07642845899994, 138.58574523700008 -35.07625846899998, 138.58568223700001 -35.07533847899998, 138.58565723700008 -35.074962468999956, 138.585635227 -35.07465347899995, 138.58561303700003 -35.074319628999945, 138.58557222700006 -35.07371846899997, 138.5855616770001 -35.07360284899994, 138.58555324700012 -35.07350545899993, 138.5855142270001 -35.07288846899996, 138.58547824700008 -35.072340458999975, 138.58543221700006 -35.07160547899997, 138.58541024700003 -35.07127646899994, 138.58539622700005 -35.07105146899994, 138.58538921700006 -35.07094246899993, 138.5854272470001 -35.070512478999945, 138.58544126700008 -35.07034145899996, 138.58545725700003 -35.07017046899995, 138.5854752470001 -35.069960468999966, 138.5857832370001 -35.06919445899996, 138.58585123700004 -35.06902645899993, 138.58649326700004 -35.068197478999934, 138.58718322700008 -35.06766247899998, 138.5871772470001 -35.06756947899993, 138.58717859700005 -35.06744463899997, 138.58780215700006 -35.06705582899997, 138.5882122370001 -35.06680845899996, 138.58916656700012 -35.066246468999964, 138.58931508700005 -35.066118038999946, 138.58963347700012 -35.06584325899996, 138.589925697 -35.06558342899996, 138.59049027700007 -35.06508159899994, 138.59077647700008 -35.064768208999965, 138.59156103700002 -35.064286538999966, 138.59214230700002 -35.063929678999955, 138.593795096 -35.06296343899993, 138.59450209600004 -35.06252073899998, 138.59494593600004 -35.06219017899997, 138.5951793160001 -35.062114158999975, 138.59539222600006 -35.06199845899994, 138.59556136600008 -35.06172931899994, 138.59557826600008 -35.06170121899993, 138.59576007600003 -35.06137004899995, 138.59600845600005 -35.06091006899993, 138.59622927600003 -35.06050395899996, 138.59634808600003 -35.06038000899997, 138.59644028600007 -35.06019726899996, 138.59670699600008 -35.05991918899997, 138.59720915600008 -35.05951320899993, 138.59739023600002 -35.05939846899997, 138.59774526600006 -35.05924145899996, 138.5989722160001 -35.059030468999936, 138.5990993160001 -35.05900880899998, 138.60025095600008 -35.058812279999984, 138.60069446500006 -35.058684109999945, 138.60122725500003 -35.05841565999998, 138.60168142500004 -35.058114589999946, 138.6018435950001 -35.05801577999995, 138.60207398500006 -35.058167079999976, 138.60221699500005 -35.05825024999996, 138.6028116550001 -35.05850874999993, 138.60349620500006 -35.05871494999997, 138.60405349500002 -35.05885534999993, 138.60483513500003 -35.05894416999996, 138.60547819500005 -35.05893776999994, 138.60577745500007 -35.05890858999993, 138.607272684 -35.05879227999998, 138.608529964 -35.05870388999995, 138.60869410400005 -35.058694549999984, 138.60949151400007 -35.058650539999974, 138.61100586400005 -35.058571649999976, 138.6134661430001 -35.05848741999995, 138.6147737230001 -35.058447049999984, 138.61510299300005 -35.05843883999995, 138.61564311300003 -35.05842536999995, 138.61639768300006 -35.05840520999993, 138.61685524300003 -35.05841746999994, 138.6174323130001 -35.05854084999993, 138.6180673330001 -35.05878624999997, 138.61856866300002 -35.05903179999996, 138.61846923300004 -35.05938945999998, 138.61841624300007 -35.06009747999997, 138.61825023300003 -35.060332459999984, 138.61765726300007 -35.06117546999997, 138.6160562230001 -35.063449469999966, 138.61565859300003 -35.06401392999993))",POINT (138.59921125119848 -35.07198146999994)
40002,Adelaide,South Australia,"POLYGON ((138.60675687200012 -34.94098104899996, 138.6052136520001 -34.941059408999934, 138.60378566200006 -34.94113042899994, 138.60217068200006 -34.94121143899997, 138.6014735330001 -34.941251498999975, 138.60075857300012 -34.941298468999946, 138.60058322300006 -34.94130882899998, 138.600282063 -34.94132652899998, 138.59972719300004 -34.94135912899998, 138.5981971430001 -34.941439138999954, 138.59726169300006 -34.94148373899998, 138.59694581300005 -34.94149879899993, 138.59615344300005 -34.94154083899997, 138.59566744300002 -34.94156658899993, 138.59486393400005 -34.94160608899995, 138.59444345400004 -34.94162678899994, 138.59302469400006 -34.94170031799996, 138.59253399400006 -34.94172695799995, 138.59158469400006 -34.941778617999944, 138.59027248400002 -34.94184386799998, 138.58905678500003 -34.941918027999975, 138.58891311500008 -34.941925227999945, 138.58818881500008 -34.94196194799997, 138.5870717350001 -34.94201729799994, 138.5863643250001 -34.942056167999965, 138.5853448050001 -34.94211214799998, 138.58491063500003 -34.94213457799998, 138.58391561500002 -34.94217164799994, 138.58320751500003 -34.94220403799994, 138.58303716500006 -34.94220938799998, 138.58289142500007 -34.94237096799998, 138.58229023600006 -34.93868145799996, 138.58123038600002 -34.93195250799994, 138.580966267 -34.93023117799993, 138.58094239700006 -34.930075457999976, 138.58081314700007 -34.92893643799994, 138.58030324700007 -34.92587847799996, 138.58006613700002 -34.924456487999976, 138.580040187 -34.92415543799996, 138.580040187 -34.92373145799996, 138.5800679670001 -34.923472697999955, 138.57967624700007 -34.92346298799998, 138.57943468700012 -34.92346866799994, 138.57939833700004 -34.92325689799998, 138.57937172700008 -34.923103657999945, 138.57928310700004 -34.922574967999935, 138.57917188700003 -34.92191308799994, 138.5789465370001 -34.920605027999954, 138.57883711800002 -34.919952087999945, 138.57870388800006 -34.919271237999965, 138.57864161800012 -34.918863347999945, 138.578595188 -34.91860614799998, 138.57856927800003 -34.918426857999975, 138.5784796380001 -34.91791866799997, 138.578371628 -34.91724866799996, 138.57804903800002 -34.915325467999935, 138.57773353800007 -34.91340849799997, 138.5774115380001 -34.91148563799993, 138.5770637280001 -34.90935737799998, 138.57700174800004 -34.90915595799993, 138.57706726800006 -34.909114457999976, 138.5774092680001 -34.90910446799995, 138.57753727800002 -34.90911345799998, 138.57761125800005 -34.90912546799996, 138.57766527800004 -34.909126467999954, 138.577719268 -34.90915647799994, 138.57786924800007 -34.90919646799995, 138.57797523800002 -34.909245477999946, 138.5781242280001 -34.909291467999935, 138.57818722800005 -34.909301477999975, 138.57833425800004 -34.90937847799995, 138.57837622800002 -34.90941646799996, 138.57846225800006 -34.909459467999966, 138.578521238 -34.909494467999934, 138.5785782580001 -34.90952145799997, 138.57871622800008 -34.90960546799994, 138.5788132780001 -34.90964246799996, 138.57896424800003 -34.909734467999954, 138.57913425800007 -34.90984946799995, 138.5791742680001 -34.909883467999975, 138.57928825800002 -34.90996245799994, 138.57940424800006 -34.91005246799995, 138.57949823800004 -34.910153477999984, 138.57958025800008 -34.91024345799997, 138.57963726800006 -34.91032047799996, 138.5796932180001 -34.91041347799995, 138.57972424800005 -34.91051945799995, 138.5797422380001 -34.91063045799996, 138.5797422380001 -34.91073846799998, 138.57972924800004 -34.910834457999954, 138.5797052680001 -34.91095446799994, 138.57967624800006 -34.91107445799997, 138.57963624800004 -34.91125446799998, 138.5796132480001 -34.91132246799998, 138.57959824800002 -34.91141946799996, 138.5795682480001 -34.91150946799996, 138.5795682480001 -34.91157747799997, 138.579556238 -34.911629457999936, 138.579558248 -34.91169946799994, 138.57955327800005 -34.91176045799995, 138.5795572180001 -34.91185447799995, 138.579558248 -34.911903467999934, 138.57957123800009 -34.91197246799993, 138.57960525800002 -34.91206446799998, 138.57965726800012 -34.912176467999984, 138.5797092780001 -34.91227246799997, 138.5797422380001 -34.91232546799995, 138.57981724800004 -34.91245646799996, 138.57989123800007 -34.912601467999934, 138.57995725800004 -34.912746467999966, 138.5800182580001 -34.91287247799994, 138.58007124800008 -34.912934467999946, 138.5801112580001 -34.91298946799998, 138.58017523800004 -34.91312745799996, 138.58025725800007 -34.91329747799995, 138.58029222800008 -34.913475467999945, 138.58036324800003 -34.913677467999946, 138.58043825800007 -34.91385247799997, 138.58057925800006 -34.914131477999945, 138.58078723800008 -34.91446145799995, 138.58109124700002 -34.91482945799993, 138.5812362270001 -34.91495945799994, 138.58143123700006 -34.91509347799996, 138.58174123700007 -34.915273457999945, 138.58189124700004 -34.91532646799993, 138.58208024700002 -34.91537446799998, 138.5824442270001 -34.91539646799998, 138.58275925700002 -34.91533447799998, 138.58307724700012 -34.915291457999956, 138.5833132570001 -34.915291457999956, 138.58354323700007 -34.915261477999934, 138.58371727700012 -34.91520347799997, 138.58385721700006 -34.91512947799998, 138.58401427700005 -34.91509247799996, 138.58413424700007 -34.915065467999966, 138.58428926700003 -34.914972467999974, 138.5843492670001 -34.91493746799995, 138.5843932570001 -34.91491047799997, 138.58456023700012 -34.91488046799998, 138.58476022700006 -34.91495646799996, 138.5849782370001 -34.91513546799996, 138.58541025700004 -34.91557746799998, 138.58556822700007 -34.91574147799997, 138.5857452470001 -34.91592846799995, 138.5858762470001 -34.916154467999945, 138.5859712570001 -34.91639546799996, 138.5861842370001 -34.91678646799994, 138.58630526700006 -34.91698047799997, 138.58643823600005 -34.91713047799993, 138.58653923600002 -34.91722846799996, 138.58666625600006 -34.917335467999976, 138.58676224600003 -34.91744946799997, 138.5867802460001 -34.91749345799997, 138.58690525600002 -34.91768045799995, 138.58711023600006 -34.917898467999976, 138.58752626600005 -34.91807646799998, 138.58787524600007 -34.91810947799996, 138.58820724600002 -34.91810647799997, 138.5885752360001 -34.917981477999945, 138.58919223600003 -34.917958477999946, 138.59001326600003 -34.91811846799993, 138.5905172560001 -34.918303467999976, 138.59091824600011 -34.91852646799998, 138.59139924600004 -34.91885346799995, 138.59189622500003 -34.919167467999955, 138.59234422500003 -34.91936747799997, 138.5928602250001 -34.91946946799993, 138.59318624500008 -34.91947647799998, 138.5933152350001 -34.91941446799996, 138.59381222500008 -34.919171467999945, 138.59428022500003 -34.91910245799994, 138.59473424500004 -34.91906446799993, 138.59524225500002 -34.919088477999935, 138.59567426500007 -34.91908345799993, 138.59609325500003 -34.91904146799993, 138.5965542450001 -34.918878467999946, 138.59687026500012 -34.91861046799994, 138.59712926500004 -34.918311478999954, 138.59739725500003 -34.91790747899995, 138.59769724500006 -34.91744347899993, 138.59795924500008 -34.91702546899995, 138.5981282350001 -34.91679747899997, 138.59828825500006 -34.91661646899996, 138.59852626500003 -34.916421458999935, 138.5987182550001 -34.91635846899993, 138.59894335500007 -34.91632129899995, 138.59916626400002 -34.916285468999945, 138.59953326400012 -34.916262468999946, 138.60009825400005 -34.916187468999965, 138.6005192440001 -34.91613446899993, 138.60099622400003 -34.91620846899997, 138.60159124400002 -34.91634346899997, 138.6019122240001 -34.91647046899993, 138.6022362340001 -34.916668468999944, 138.60273523400008 -34.91704446899996, 138.60301423400006 -34.91722646899996, 138.60338124400005 -34.91736847899995, 138.60370127400006 -34.917418458999975, 138.60403426400012 -34.917343468999945, 138.60424322400002 -34.91721046899994, 138.60441324400006 -34.917061468999975, 138.60459621400003 -34.91681646899997, 138.60474824400012 -34.916533458999936, 138.6048532540001 -34.91618247899993, 138.60487825400003 -34.91587446899996, 138.60482624400004 -34.91560845899994, 138.60472422400005 -34.91540847899995, 138.60460125400004 -34.915185478999945, 138.6044462440001 -34.914925478999976, 138.60430626400012 -34.91475246899995, 138.60421727400012 -34.914544468999964, 138.60418625400007 -34.914304468999944, 138.6042082240001 -34.914149478999946, 138.604307134 -34.913990928999965, 138.60433925400002 -34.913939468999956, 138.6043612640001 -34.91383647899994, 138.60437327400007 -34.91378446899995, 138.6043932440001 -34.91372145899993, 138.60440725400008 -34.91367047899996, 138.6044322240001 -34.91359647899998, 138.60446021400003 -34.91352147899994, 138.60450423400005 -34.91343846899997, 138.6045312540001 -34.91338346899994, 138.60469327400006 -34.91311247899995, 138.60473123400004 -34.91306047899997, 138.60478226400005 -34.913008468999976, 138.60483325400003 -34.91294747899997, 138.60490223400006 -34.91287247899993, 138.60499023400007 -34.91278247899993, 138.60508225400008 -34.91270046899996, 138.60512725400008 -34.91265846899995, 138.605194234 -34.91260246899998, 138.6052522340001 -34.91255647899993, 138.60532023400003 -34.91250946899993, 138.60544823400005 -34.91243147899996, 138.60550240400005 -34.91239173899993, 138.6055361340001 -34.912362488999975, 138.60556069400002 -34.91234629899998, 138.60558723400004 -34.91232546899994, 138.605653264 -34.912280478999946, 138.6057472440001 -34.912210468999945, 138.605834264 -34.91214346899994, 138.60591427400004 -34.91208646899997, 138.6059782540001 -34.91203847899993, 138.60606822400007 -34.91197546899997, 138.606235254 -34.91186346899997, 138.60629825400008 -34.911808468999936, 138.6063782540001 -34.911752468999964, 138.606455234 -34.911696468999935, 138.6065072440001 -34.911639468999965, 138.60657524400006 -34.91158646899993, 138.60665324400009 -34.91153745899993, 138.60672424400002 -34.91150447899997, 138.60680925400004 -34.911466478999955, 138.60689327400007 -34.91143047899993, 138.60698423400004 -34.91141047899998, 138.60708424400002 -34.91142146899995, 138.60717023400002 -34.91145246899998, 138.6072462630001 -34.91151046899995, 138.6073282430001 -34.91158446899993, 138.607406243 -34.91167047899995, 138.6075122430001 -34.91179847899997, 138.60757523300003 -34.91187746899993, 138.6076792230001 -34.911995468999976, 138.60773222300008 -34.91205146899995, 138.60780927300004 -34.91212146899994, 138.60788822300003 -34.91218046899996, 138.60797024300007 -34.91223546899994, 138.6080542630001 -34.91229445899995, 138.60813726300012 -34.91234346899995, 138.60820325300006 -34.91237946899997, 138.60829023300005 -34.912430478999966, 138.60853825300012 -34.91256746899995, 138.60865125300006 -34.91263646899995, 138.6087752530001 -34.912704478999956, 138.60885726300012 -34.912746468999956, 138.608935233 -34.91279747899995, 138.6090392530001 -34.91286745899998, 138.6091332730001 -34.91291746899998, 138.60923025300008 -34.91295146899995, 138.60932724300005 -34.912975468999946, 138.60947823300012 -34.91298547899993, 138.60970125300003 -34.91298547899993, 138.60985221300007 -34.912982478999936, 138.609978253 -34.91297646899994, 138.6101102330001 -34.91295946899993, 138.61019926300003 -34.91294145899997, 138.61031124300007 -34.91291446899993, 138.6104792530001 -34.91286246899995, 138.61055225300004 -34.912835478999966, 138.61062251300007 -34.91280578899995, 138.61070880300008 -34.91275681899998, 138.61076924300005 -34.912708478999946, 138.6108292130001 -34.91265347899997, 138.61089823300006 -34.912589468999954, 138.61096225300003 -34.912520478999966, 138.61102127300012 -34.91246747899993, 138.61113223300003 -34.91237746899998, 138.61121925300006 -34.91230846899998, 138.61130725300006 -34.91225346899995, 138.61138824300008 -34.91220445899995, 138.61145424300003 -34.91216046899996, 138.61152023300008 -34.91211045899996, 138.61157622300004 -34.91205545899993, 138.61164725300011 -34.91195346899997, 138.61168824300012 -34.91187347899995, 138.61172726300003 -34.91178047899996, 138.6117802230001 -34.911687478999966, 138.61184022300006 -34.91158446899993, 138.61188224300008 -34.91150045899997, 138.61190724300002 -34.911429478999935, 138.61191224300012 -34.911351458999945, 138.61191326300002 -34.911271468999985, 138.61189027300009 -34.911193468999954, 138.61185727300006 -34.91112346899996, 138.61182526300001 -34.91103745899994, 138.61179825300007 -34.91096947899996, 138.61175824300005 -34.91088446899994, 138.61168824300012 -34.910697468999956, 138.6116552430001 -34.91061345899993, 138.61163425300003 -34.91054546899994, 138.6116132730001 -34.91046245899997, 138.611605273 -34.91040446899996, 138.61161122300007 -34.91034246899994, 138.61162225300006 -34.910270468999954, 138.6116412330001 -34.91020146899996, 138.6116612630001 -34.91014945899997, 138.6116912330001 -34.91010546899997, 138.6117382430001 -34.910044478999964, 138.6117932530001 -34.90998647899994, 138.61185424300004 -34.90991546899994, 138.6119692530001 -34.909818478999966, 138.61202323300006 -34.90977546899995, 138.61209426300002 -34.90972445899996, 138.61216723300004 -34.90968146899996, 138.61225727300007 -34.90965547899998, 138.61238524300006 -34.90963347899998, 138.6126201930001 -34.90953009899994, 138.6128331330001 -34.90949115899997, 138.6128549230001 -34.909586968999974, 138.612996403 -34.91018338899994, 138.61328438300006 -34.911488308999935, 138.6133884420001 -34.911958838999965, 138.61369088200001 -34.913330128999974, 138.61387970200008 -34.914185498999984, 138.61404975200003 -34.91495564899998, 138.61426831200004 -34.91594484899997, 138.61457970200001 -34.91735585899994, 138.61468175200002 -34.91778821899993, 138.61478957200006 -34.91824505899996, 138.6150977420001 -34.919581738999966, 138.61521542200012 -34.92016989899997, 138.6153256120001 -34.920768298999974, 138.61545413200008 -34.92135006899997, 138.6155841420001 -34.92193020899998, 138.6157255810001 -34.92257694899996, 138.61659712100004 -34.92319884899996, 138.61889969100002 -34.92484141899996, 138.6191409910001 -34.92503703899996, 138.61960710100004 -34.92534615899996, 138.61991523100005 -34.925565939999956, 138.62042429000007 -34.925929259999975, 138.62093296000012 -34.92629194999995, 138.62299937000012 -34.92776597999995, 138.62357140000006 -34.927889909999976, 138.62356961000012 -34.92825990999995, 138.62362115000008 -34.928957139999966, 138.62370418000012 -34.93001712999995, 138.62379518000012 -34.93120713999997, 138.6238572300001 -34.93200245999998, 138.62388822000003 -34.93239913999997, 138.62392161000002 -34.93282932999995, 138.62397022900007 -34.93345514999993, 138.62400847900005 -34.93395046999996, 138.6240419190001 -34.93438186999998, 138.62411823900004 -34.93537614999997, 138.62418327900002 -34.93621214999996, 138.6242482890001 -34.93704814999995, 138.624326289 -34.93806214999995, 138.624404109 -34.93905898999998, 138.62448400900007 -34.94009337999995, 138.6245185690001 -34.94022953999996, 138.62387988900002 -34.940183359999935, 138.62262023900007 -34.94022646999997, 138.6219802490001 -34.94025347999997, 138.62071878000006 -34.94030567999994, 138.61878377000005 -34.940406209999935, 138.6170284100001 -34.940474508999955, 138.61568163000004 -34.94055524899994, 138.61467507100008 -34.940588108999975, 138.6146470010001 -34.940590708999935, 138.61373187100003 -34.94063264899995, 138.61275152100006 -34.94068731899995, 138.61173054100004 -34.94073232899996, 138.60975856100004 -34.94083163899995, 138.607868552 -34.940926228999956, 138.60675687200012 -34.94098104899996))",POINT (138.60020568713605 -34.92572220899996)
40003,Adelaide Airport,South Australia,"POLYGON ((138.54750077100005 -34.938186246999976, 138.54756523100002 -34.939101456999936, 138.5475932610001 -34.93909959699994, 138.54762126100002 -34.93953446699993, 138.54730126100003 -34.93954947699996, 138.5469112610001 -34.939569476999964, 138.54692626100007 -34.94012547699998, 138.54747726100004 -34.94009746699993, 138.54751026100007 -34.94056445699994, 138.5485839810001 -34.94053332699997, 138.54860800100005 -34.94088384699995, 138.54867395100007 -34.94178227699996, 138.54877838100003 -34.943202466999935, 138.54527142100005 -34.94336927699993, 138.544342722 -34.94342120599998, 138.54449427100008 -34.945506475999935, 138.54889222100007 -34.94528746699996, 138.54897920100007 -34.94528251699995, 138.54908126100008 -34.94667239699993, 138.54905224100003 -34.946789096999964, 138.54902501100003 -34.94689865699996, 138.549129181 -34.94834500699994, 138.54912090100004 -34.94834483699998, 138.549111411 -34.94834737699995, 138.54880648100004 -34.948362746999976, 138.54879831100004 -34.94836129699996, 138.54643457100008 -34.948482326999965, 138.54462928100008 -34.94857345699995, 138.54466476100004 -34.94902378699993, 138.54467695100004 -34.94920025699997, 138.54467925100005 -34.94920747699996, 138.54411189100006 -34.94923152599995, 138.54367524100007 -34.949251465999964, 138.5438032510001 -34.95115946599998, 138.54359523100004 -34.951168475999964, 138.543628301 -34.951619595999944, 138.54386022100005 -34.95480346699998, 138.54319125100005 -34.954834465999966, 138.5429998510001 -34.95484247599995, 138.5407902510001 -34.95494347599998, 138.5407902510001 -34.95495346599995, 138.54071881100003 -34.954956365999976, 138.53614128200002 -34.955158455999936, 138.53628224200008 -34.95698046599995, 138.53639623200002 -34.95697547599997, 138.53648230200008 -34.958006275999935, 138.52850829300007 -34.95842781599998, 138.5275451330001 -34.958474345999946, 138.5233492740001 -34.96105346599995, 138.52117015400006 -34.96240446599995, 138.5208782640001 -34.96258646599995, 138.52003959400008 -34.96263072599993, 138.5200155440001 -34.96263281599994, 138.51742681500002 -34.96277466499998, 138.51742539500003 -34.96276615499994, 138.51673061500003 -34.96267121499994, 138.51670025500005 -34.96204447499997, 138.516651195 -34.96188642499993, 138.51658104500007 -34.961653584999965, 138.51632247500004 -34.96126736499997, 138.51586823500008 -34.96089046499998, 138.51474202500003 -34.95993534499996, 138.5144473250001 -34.95955352499993, 138.51430712500007 -34.95931513499994, 138.51415995500008 -34.95894455499996, 138.51403224600006 -34.958546454999976, 138.51401932600004 -34.957875384999966, 138.51406465600007 -34.957672944999956, 138.5141340460001 -34.95736273499995, 138.51429895600006 -34.956990624999946, 138.51449495600002 -34.95668193499995, 138.51493624600005 -34.95626046499996, 138.5170012650001 -34.95481546499997, 138.5171812850001 -34.95465746499997, 138.51746926500005 -34.954377464999936, 138.51768925500005 -34.95409247499998, 138.51776079500007 -34.953958084999954, 138.5179002650001 -34.953701474999946, 138.518070275 -34.95330546499997, 138.5181692650001 -34.95305045499998, 138.518239235 -34.95278346499998, 138.51831727500007 -34.95236446499996, 138.51813137500005 -34.949896594999984, 138.51769702600006 -34.94463310499998, 138.51757128600002 -34.94247352499997, 138.51751303600008 -34.94176954499994, 138.5173221760001 -34.93929139499994, 138.51710496600003 -34.93634686499996, 138.5170858360001 -34.935917754999934, 138.5172681570001 -34.93434636499995, 138.51972920600008 -34.93420554499994, 138.52146010600006 -34.93411857499996, 138.52420603500002 -34.933982415999935, 138.52573951500005 -34.93389422599995, 138.52788542500002 -34.93378363599993, 138.53243978400008 -34.933581165999954, 138.533095214 -34.93341352599998, 138.53391660400007 -34.933084005999945, 138.53435982400003 -34.93296667599998, 138.53465007400007 -34.932934985999964, 138.5358899040001 -34.93289887599997, 138.53729760300007 -34.932809685999985, 138.53785006300006 -34.93278100599997, 138.53920465300007 -34.93272426599998, 138.53993877300002 -34.93268547599996, 138.54124303300011 -34.93259942599997, 138.54144860300005 -34.932588555999985, 138.54237738300003 -34.93255286599998, 138.5436556420001 -34.93247152599997, 138.54374718200006 -34.93370606599996, 138.54383117200007 -34.934816455999965, 138.54392071200004 -34.93604255599996, 138.54392644200004 -34.936100515999954, 138.54426424200005 -34.936084455999946, 138.54513225200003 -34.936039465999954, 138.54556123200007 -34.93601847599996, 138.54642928200008 -34.93597445699993, 138.54664422200005 -34.93596446699996, 138.54750625200006 -34.93592045699995, 138.54751625200004 -34.93626246699995, 138.54752826200001 -34.93633347699995, 138.5475412520001 -34.93640347699994, 138.54759626100008 -34.937182476999965, 138.54743025100004 -34.93719046699994, 138.54746825100005 -34.93771747699998, 138.54750077100005 -34.938186246999976))",POINT (138.5335103709561 -34.94762174699997)
40006,Albert Park (SA),South Australia,"POLYGON ((138.5262938080001 -34.87845351499993, 138.5261691180001 -34.87855145499998, 138.52589909900007 -34.87878949499998, 138.5255653790001 -34.879107474999955, 138.52526979900006 -34.87939170499993, 138.52468119900004 -34.88003547499994, 138.52405668900008 -34.88070791499996, 138.52374883900006 -34.881039354999984, 138.52303687900007 -34.88180601499994, 138.5227253490001 -34.88214145499995, 138.52244308900003 -34.88245044499996, 138.52240928900005 -34.88247743499994, 138.5222849390001 -34.88262075499995, 138.52187200900005 -34.883069304999935, 138.52174112900002 -34.88321147499994, 138.52145470900007 -34.88351976499996, 138.52085117900003 -34.88416942499998, 138.5206875890001 -34.884054694999975, 138.5199241890001 -34.88355284499994, 138.5193618390001 -34.88316816499997, 138.5192692390001 -34.881287974999964, 138.51918762000003 -34.880069754999965, 138.51915057000008 -34.87984170499993, 138.5190553100001 -34.87839979499995, 138.51903640000012 -34.87832536499997, 138.5189467900001 -34.876912724999954, 138.5189032500001 -34.87630646499997, 138.51891526000009 -34.87622946499994, 138.51892095000005 -34.876177464999955, 138.5188906200001 -34.87575246499995, 138.51675796000006 -34.87583722499994, 138.51668825000002 -34.87488146499993, 138.51665328 -34.87438542499996, 138.51662824000005 -34.874034344999984, 138.51661109000008 -34.87370316499994, 138.51658426000006 -34.87315546499997, 138.5165732700001 -34.87301646499998, 138.51652075000004 -34.87227927499998, 138.51665828000012 -34.87227346499998, 138.51661496000008 -34.87162156499994, 138.51645487100006 -34.869284884999956, 138.51640373100008 -34.86851600499995, 138.5163637610001 -34.868489274999945, 138.51655721100008 -34.86831577499993, 138.51801061000003 -34.86928338499996, 138.51887438000006 -34.869787634999966, 138.51918167000008 -34.87004656499994, 138.51971559000003 -34.87045199499994, 138.52047388000005 -34.87094758499995, 138.52089695000006 -34.871238484999935, 138.52132674000006 -34.87152767499998, 138.5222421190001 -34.87213926499993, 138.52309001900005 -34.87270577499993, 138.52565789900007 -34.87441767499996, 138.52815088800003 -34.87608320499993, 138.52817358800007 -34.87585820499993, 138.52956880800002 -34.87668773499996, 138.52938425800005 -34.87675046499993, 138.52917467800012 -34.87682964499993, 138.52898144800008 -34.87690445499993, 138.52872068800002 -34.87700964499993, 138.52793235800004 -34.877388474999975, 138.52779515800012 -34.87745995499995, 138.5277653380001 -34.87747549499994, 138.52715334800007 -34.877841444999945, 138.526482288 -34.87830548499994, 138.5262938080001 -34.87845351499993))",POINT (138.52388601744428 -34.876267964999954)
